Image,Width,Height,Sigma,Tmin,Tmax,Host_Time_ms,Device_Time_ms,Speedup
lake.pgm,512,512,1.5,70,130,36.795071,1.434304,25.65
lake.pgm,512,512,1.75,20,80,31.075968,1.456544,21.33
lake.pgm,512,512,1.75,20,90,30.948481,1.413696,21.89
lake.pgm,512,512,1.75,20,100,30.173344,1.416416,21.30
lake.pgm,512,512,1.75,20,110,29.713823,1.444192,20.57
lake.pgm,512,512,1.75,20,120,29.771263,1.429952,20.81
lake.pgm,512,512,1.75,20,130,30.974880,1.461856,21.18
lake.pgm,512,512,1.75,30,80,29.969440,1.435008,20.88
lake.pgm,512,512,1.75,30,90,36.966015,1.428608,25.87
lake.pgm,512,512,1.75,30,100,30.988544,1.427040,21.71
lake.pgm,512,512,1.75,30,110,36.509602,1.488512,24.52
lake.pgm,512,512,1.75,30,120,30.185024,1.442496,20.92
lake.pgm,512,512,1.75,30,130,29.923008,1.433792,20.86
lake.pgm,512,512,1.75,40,80,37.301311,1.440416,25.89
lake.pgm,512,512,1.75,40,90,30.997375,1.436992,21.57
lake.pgm,512,512,1.75,40,100,30.860031,1.443456,21.37
lake.pgm,512,512,1.75,40,110,31.207136,1.460864,21.36
lake.pgm,512,512,1.75,40,120,30.865856,1.461184,21.12
lake.pgm,512,512,1.75,40,130,29.606625,1.441152,20.54
lake.pgm,512,512,1.75,50,80,30.869120,1.439520,21.44
lake.pgm,512,512,1.75,50,90,29.943712,1.407264,21.27
lake.pgm,512,512,1.75,50,100,30.834145,1.430208,21.55
lake.pgm,512,512,1.75,50,110,29.857599,1.442144,20.70
lake.pgm,512,512,1.75,50,120,29.727615,1.428320,20.81
lake.pgm,512,512,1.75,50,130,29.845823,1.419136,21.03
lake.pgm,512,512,1.75,60,80,31.365376,1.430976,21.91
lake.pgm,512,512,1.75,60,90,30.057344,1.439040,20.88
lake.pgm,512,512,1.75,60,100,30.832479,1.437792,21.44
lake.pgm,512,512,1.75,60,110,31.058624,1.460064,21.27
lake.pgm,512,512,1.75,60,120,31.186975,1.474016,21.15
lake.pgm,512,512,1.75,60,130,37.233986,1.447072,25.73
lake.pgm,512,512,1.75,70,80,29.750401,1.426784,20.85
lake.pgm,512,512,1.75,70,90,37.090527,1.442176,25.71
lake.pgm,512,512,1.75,70,100,29.751583,1.438496,20.68
lake.pgm,512,512,1.75,70,110,30.243361,1.425664,21.21
lake.pgm,512,512,1.75,70,120,30.842527,1.438752,21.43
lake.pgm,512,512,1.75,70,130,30.159967,1.416704,21.28
lake.pgm,512,512,2.0,20,80,30.909311,1.423392,21.71
lake.pgm,512,512,2.0,20,90,30.290337,1.419104,21.34
lake.pgm,512,512,2.0,20,100,30.034431,1.456288,20.62
lake.pgm,512,512,2.0,20,110,29.584097,1.423456,20.78
lake.pgm,512,512,2.0,20,120,29.688992,1.430304,20.75
lake.pgm,512,512,2.0,20,130,30.994528,1.426688,21.72
lake.pgm,512,512,2.0,30,80,34.860226,1.463904,23.81
lake.pgm,512,512,2.0,30,90,37.269951,1.421888,26.21
lake.pgm,512,512,2.0,30,100,29.715937,1.407712,21.10
lake.pgm,512,512,2.0,30,110,36.300575,1.426080,25.45
lake.pgm,512,512,2.0,30,120,37.610752,1.462496,25.71
lake.pgm,512,512,2.0,30,130,29.784609,1.422336,20.94
lake.pgm,512,512,2.0,40,80,37.310913,1.475872,25.28
lake.pgm,512,512,2.0,40,90,29.912289,1.422880,21.02
lake.pgm,512,512,2.0,40,100,30.947647,1.437312,21.53
lake.pgm,512,512,2.0,40,110,29.997728,1.404864,21.35
lake.pgm,512,512,2.0,40,120,36.824768,1.459936,25.22
lake.pgm,512,512,2.0,40,130,30.224447,1.419712,21.28
lake.pgm,512,512,2.0,50,80,30.975073,1.420192,21.81
lake.pgm,512,512,2.0,50,90,30.162016,1.437792,20.97
lake.pgm,512,512,2.0,50,100,30.951777,1.423584,21.74
lake.pgm,512,512,2.0,50,110,29.657888,1.432736,20.70
lake.pgm,512,512,2.0,50,120,30.837631,1.418528,21.73
lake.pgm,512,512,2.0,50,130,29.903008,1.401344,21.33
lake.pgm,512,512,2.0,60,80,30.885599,1.421536,21.72
lake.pgm,512,512,2.0,60,90,30.811264,1.428416,21.57
lake.pgm,512,512,2.0,60,100,31.218271,1.424960,21.90
lake.pgm,512,512,2.0,60,110,30.983105,1.411168,21.95
lake.pgm,512,512,2.0,60,120,38.060383,1.538016,24.74
lake.pgm,512,512,2.0,60,130,31.004864,1.436320,21.58
lake.pgm,512,512,2.0,70,80,31.112032,1.431744,21.73
lake.pgm,512,512,2.0,70,90,29.852928,1.422528,20.98
lake.pgm,512,512,2.0,70,100,29.990335,1.426592,21.02
lake.pgm,512,512,2.0,70,110,29.859200,1.423008,20.98
lake.pgm,512,512,2.0,70,120,29.755297,1.413984,21.04
lake.pgm,512,512,2.0,70,130,31.167999,1.418208,21.97
lake.pgm,512,512,2.25,20,80,29.935328,1.434944,20.86
lake.pgm,512,512,2.25,20,90,29.698208,1.410816,21.05
lake.pgm,512,512,2.25,20,100,29.643200,1.412928,20.97
lake.pgm,512,512,2.25,20,110,30.082048,1.392256,21.60
lake.pgm,512,512,2.25,20,120,31.069441,1.456768,21.32
lake.pgm,512,512,2.25,20,130,29.694431,1.464992,20.26
lake.pgm,512,512,2.25,30,80,29.699871,1.455936,20.39
lake.pgm,512,512,2.25,30,90,29.881344,1.413664,21.13
lake.pgm,512,512,2.25,30,100,36.795071,1.434720,25.64
lake.pgm,512,512,2.25,30,110,29.852287,1.424640,20.95
lake.pgm,512,512,2.25,30,120,29.944576,1.454464,20.58
lake.pgm,512,512,2.25,30,130,29.664576,1.419712,20.89
lake.pgm,512,512,2.25,40,80,31.214399,1.434688,21.75
lake.pgm,512,512,2.25,40,90,29.981825,1.447392,20.71
lake.pgm,512,512,2.25,40,100,30.086975,1.453952,20.69
lake.pgm,512,512,2.25,40,110,29.773920,1.433376,20.77
lake.pgm,512,512,2.25,40,120,30.074560,1.412800,21.28
lake.pgm,512,512,2.25,40,130,37.645218,1.443456,26.07
lake.pgm,512,512,2.25,50,80,31.020544,1.452384,21.35
lake.pgm,512,512,2.25,50,90,30.834656,1.445216,21.33
lake.pgm,512,512,2.25,50,100,30.382624,1.424032,21.33
lake.pgm,512,512,2.25,50,110,31.113119,1.462400,21.27
lake.pgm,512,512,2.25,50,120,31.085024,1.442400,21.55
lake.pgm,512,512,2.25,50,130,30.890976,1.454240,21.24
lake.pgm,512,512,2.25,60,80,31.245312,1.430944,21.83
lake.pgm,512,512,2.25,60,90,30.928576,1.446432,21.38
lake.pgm,512,512,2.25,60,100,31.359840,1.435520,21.84
lake.pgm,512,512,2.25,60,110,29.777121,1.424960,20.89
lake.pgm,512,512,2.25,60,120,29.691616,1.412576,21.01
lake.pgm,512,512,2.25,60,130,31.130272,1.451520,21.44
lake.pgm,512,512,2.25,70,80,29.867071,1.425216,20.95
lake.pgm,512,512,2.25,70,90,31.066591,1.416256,21.93
lake.pgm,512,512,2.25,70,100,30.887680,1.437856,21.48
lake.pgm,512,512,2.25,70,110,30.861889,1.468416,21.01
lake.pgm,512,512,2.25,70,120,37.931713,1.462464,25.93
lake.pgm,512,512,2.25,70,130,30.784449,1.443616,21.32
lake.pgm,512,512,2.5,20,80,29.731039,1.422752,20.89
lake.pgm,512,512,2.5,20,90,29.639296,1.435520,20.64
lake.pgm,512,512,2.5,20,100,29.832928,1.431392,20.84
lake.pgm,512,512,2.5,20,110,36.990177,1.434944,25.77
lake.pgm,512,512,2.5,20,120,30.992224,1.427392,21.71
lake.pgm,512,512,2.5,20,130,30.032801,1.454656,20.64
lake.pgm,512,512,2.5,30,80,31.209375,1.429984,21.82
lake.pgm,512,512,2.5,30,90,31.060608,1.446144,21.47
lake.pgm,512,512,2.5,30,100,30.866816,1.428576,21.60
lake.pgm,512,512,2.5,30,110,29.670816,1.431136,20.73
lake.pgm,512,512,2.5,30,120,29.913568,1.437856,20.80
lake.pgm,512,512,2.5,30,130,30.855072,1.431264,21.55
lake.pgm,512,512,2.5,40,80,31.013857,1.450368,21.38
lake.pgm,512,512,2.5,40,90,38.083359,1.462560,26.03
lake.pgm,512,512,2.5,40,100,30.030657,1.432512,20.96
lake.pgm,512,512,2.5,40,110,29.904575,1.441504,20.74
lake.pgm,512,512,2.5,40,120,30.037184,1.403648,21.39
lake.pgm,512,512,2.5,40,130,30.042240,1.422176,21.12
lake.pgm,512,512,2.5,50,80,30.912224,1.425472,21.68
lake.pgm,512,512,2.5,50,90,29.617727,1.430272,20.70
lake.pgm,512,512,2.5,50,100,30.033855,1.415808,21.21
lake.pgm,512,512,2.5,50,110,30.208448,1.420448,21.26
lake.pgm,512,512,2.5,50,120,30.994240,1.434656,21.60
lake.pgm,512,512,2.5,50,130,37.134464,1.429728,25.97
lake.pgm,512,512,2.5,60,80,29.819136,1.442880,20.66
lake.pgm,512,512,2.5,60,90,29.965471,1.415488,21.16
lake.pgm,512,512,2.5,60,100,30.969025,1.427392,21.69
lake.pgm,512,512,2.5,60,110,30.639072,1.452128,21.09
lake.pgm,512,512,2.5,60,120,30.901600,1.560992,19.79
lake.pgm,512,512,2.5,60,130,31.185823,1.422080,21.92
lake.pgm,512,512,2.5,70,80,31.226080,1.429696,21.84
lake.pgm,512,512,2.5,70,90,31.254528,1.424192,21.94
lake.pgm,512,512,2.5,70,100,30.814079,1.446848,21.29
lake.pgm,512,512,2.5,70,110,29.878656,1.427808,20.92
lake.pgm,512,512,2.5,70,120,31.045183,1.434560,21.64
lake.pgm,512,512,2.5,70,130,31.172993,1.454880,21.42
livingroom.pgm,512,512,0.5,20,80,31.162111,1.428064,21.82
livingroom.pgm,512,512,0.5,20,90,36.499935,1.434144,25.45
livingroom.pgm,512,512,0.5,20,100,29.651039,1.423232,20.83
livingroom.pgm,512,512,0.5,20,110,30.964319,1.440192,21.50
livingroom.pgm,512,512,0.5,20,120,36.011295,1.442304,24.96
livingroom.pgm,512,512,0.5,20,130,37.475842,1.450112,25.84
livingroom.pgm,512,512,0.5,30,80,30.695553,1.413344,21.71
livingroom.pgm,512,512,0.5,30,90,31.199583,1.451968,21.48
livingroom.pgm,512,512,0.5,30,100,30.007296,1.424512,21.06
livingroom.pgm,512,512,0.5,30,110,37.050625,1.433632,25.84
livingroom.pgm,512,512,0.5,30,120,30.259840,1.428032,21.18
livingroom.pgm,512,512,0.5,30,130,30.956575,1.438112,21.52
livingroom.pgm,512,512,0.5,40,80,30.139296,1.436864,20.97
livingroom.pgm,512,512,0.5,40,90,31.178144,1.414528,22.04
livingroom.pgm,512,512,0.5,40,100,30.845633,1.445056,21.34
livingroom.pgm,512,512,0.5,40,110,30.922400,1.469856,21.03
livingroom.pgm,512,512,0.5,40,120,29.824928,1.449248,20.57
livingroom.pgm,512,512,0.5,40,130,29.753311,1.413824,21.04
livingroom.pgm,512,512,0.5,50,80,31.085249,1.429760,21.74
livingroom.pgm,512,512,0.5,50,90,31.025473,1.440160,21.54
livingroom.pgm,512,512,0.5,50,100,38.150047,1.450784,26.29
livingroom.pgm,512,512,0.5,50,110,30.056929,1.433856,20.96
livingroom.pgm,512,512,0.5,50,120,30.985888,1.423904,21.76
livingroom.pgm,512,512,0.5,50,130,35.844994,1.420320,25.23
livingroom.pgm,512,512,0.5,60,80,38.717793,1.442944,26.83
livingroom.pgm,512,512,0.5,60,90,30.210112,1.429728,21.12
livingroom.pgm,512,512,0.5,60,100,29.983007,1.419360,21.12
livingroom.pgm,512,512,0.5,60,110,31.156160,1.441472,21.61
livingroom.pgm,512,512,0.5,60,120,29.917889,1.421344,21.04
livingroom.pgm,512,512,0.5,60,130,29.709633,1.422432,20.88
livingroom.pgm,512,512,0.5,70,80,30.802208,1.436704,21.43
livingroom.pgm,512,512,0.5,70,90,30.981056,1.405312,22.04
livingroom.pgm,512,512,0.5,70,100,29.934175,1.444448,20.72
livingroom.pgm,512,512,0.5,70,110,30.797825,1.420384,21.68
livingroom.pgm,512,512,0.5,70,120,37.966656,1.430528,26.54
livingroom.pgm,512,512,0.5,70,130,30.207520,1.425600,21.18
livingroom.pgm,512,512,0.75,20,80,31.107103,1.425696,21.81
livingroom.pgm,512,512,0.75,20,90,30.837761,1.422496,21.67
livingroom.pgm,512,512,0.75,20,100,30.830721,1.428192,21.58
livingroom.pgm,512,512,0.75,20,110,29.712511,1.414272,21.00
livingroom.pgm,512,512,0.75,20,120,31.028448,1.411104,21.98
livingroom.pgm,512,512,0.75,20,130,36.800770,1.477664,24.90
livingroom.pgm,512,512,0.75,30,80,30.053761,1.419680,21.16
livingroom.pgm,512,512,0.75,30,90,30.081024,1.416672,21.23
livingroom.pgm,512,512,0.75,30,100,31.016417,1.436032,21.59
livingroom.pgm,512,512,0.75,30,110,30.297119,1.449056,20.90
livingroom.pgm,512,512,0.75,30,120,29.893728,1.414336,21.13
livingroom.pgm,512,512,0.75,30,130,30.264160,1.431840,21.13
livingroom.pgm,512,512,0.75,40,80,30.924160,1.415008,21.85
livingroom.pgm,512,512,0.75,40,90,31.018528,1.430944,21.67
livingroom.pgm,512,512,0.75,40,100,30.195007,1.424160,21.20
livingroom.pgm,512,512,0.75,40,110,31.132288,1.437984,21.64
livingroom.pgm,512,512,0.75,40,120,37.902622,1.451072,26.12
livingroom.pgm,512,512,0.75,40,130,31.145760,1.454176,21.41
livingroom.pgm,512,512,0.75,50,80,30.961857,1.427904,21.68
livingroom.pgm,512,512,0.75,50,90,29.946304,1.394688,21.47
livingroom.pgm,512,512,0.75,50,100,30.996000,1.454944,21.30
livingroom.pgm,512,512,0.75,50,110,29.861759,1.427008,20.92
livingroom.pgm,512,512,0.75,50,120,37.753662,1.439392,26.22
livingroom.pgm,512,512,0.75,50,130,31.022272,1.442848,21.50
livingroom.pgm,512,512,0.75,60,80,36.914017,1.426208,25.88
livingroom.pgm,512,512,0.75,60,90,30.073343,1.410528,21.32
livingroom.pgm,512,512,0.75,60,100,31.096289,1.417472,21.93
livingroom.pgm,512,512,0.75,60,110,29.756096,1.407680,21.13
livingroom.pgm,512,512,0.75,60,120,29.657280,1.422944,20.84
livingroom.pgm,512,512,0.75,60,130,30.663872,1.427744,21.47
livingroom.pgm,512,512,0.75,70,80,30.880352,1.448960,21.31
livingroom.pgm,512,512,0.75,70,90,29.707647,1.443744,20.57
livingroom.pgm,512,512,0.75,70,100,30.821695,1.426464,21.60
livingroom.pgm,512,512,0.75,70,110,38.045376,1.426976,26.66
livingroom.pgm,512,512,0.75,70,120,29.950527,1.429024,20.95
livingroom.pgm,512,512,0.75,70,130,30.940063,1.451776,21.31
livingroom.pgm,512,512,1.0,20,80,30.841152,1.432704,21.52
livingroom.pgm,512,512,1.0,20,90,35.209698,1.430304,24.61
livingroom.pgm,512,512,1.0,20,100,30.859360,1.421056,21.71
livingroom.pgm,512,512,1.0,20,110,31.066208,1.442144,21.54
livingroom.pgm,512,512,1.0,20,120,29.813889,1.416928,21.04
livingroom.pgm,512,512,1.0,20,130,36.500511,1.443520,25.28
livingroom.pgm,512,512,1.0,30,80,29.790848,1.426688,20.88
livingroom.pgm,512,512,1.0,30,90,36.006081,1.443136,24.94
livingroom.pgm,512,512,1.0,30,100,30.730944,1.441184,21.32
livingroom.pgm,512,512,1.0,30,110,29.941792,1.401312,21.36
livingroom.pgm,512,512,1.0,30,120,30.079807,1.408224,21.36
livingroom.pgm,512,512,1.0,30,130,31.019169,1.443456,21.48
livingroom.pgm,512,512,1.0,40,80,35.605728,1.423168,25.01
livingroom.pgm,512,512,1.0,40,90,30.814688,1.440416,21.39
livingroom.pgm,512,512,1.0,40,100,35.629986,1.421152,25.07
livingroom.pgm,512,512,1.0,40,110,37.993729,1.442144,26.34
livingroom.pgm,512,512,1.0,40,120,30.996897,1.431168,21.65
livingroom.pgm,512,512,1.0,40,130,30.014273,1.456384,20.60
livingroom.pgm,512,512,1.0,50,80,31.008192,1.431776,21.65
livingroom.pgm,512,512,1.0,50,90,31.181248,1.448736,21.52
livingroom.pgm,512,512,1.0,50,100,31.328320,1.434560,21.83
livingroom.pgm,512,512,1.0,50,110,31.092833,1.419264,21.90
livingroom.pgm,512,512,1.0,50,120,30.906401,1.433344,21.56
livingroom.pgm,512,512,1.0,50,130,31.041439,1.435328,21.62
livingroom.pgm,512,512,1.0,60,80,30.932159,1.427776,21.66
livingroom.pgm,512,512,1.0,60,90,31.015265,1.466720,21.14
livingroom.pgm,512,512,1.0,60,100,30.780928,1.443360,21.32
livingroom.pgm,512,512,1.0,60,110,35.967648,1.424896,25.24
livingroom.pgm,512,512,1.0,60,120,31.140863,1.430016,21.77
livingroom.pgm,512,512,1.0,60,130,29.657633,1.418464,20.90
livingroom.pgm,512,512,1.0,70,80,31.049025,1.432864,21.66
livingroom.pgm,512,512,1.0,70,90,29.622721,1.423328,20.81
livingroom.pgm,512,512,1.0,70,100,30.856384,1.455360,21.20
livingroom.pgm,512,512,1.0,70,110,29.754881,1.424704,20.88
livingroom.pgm,512,512,1.0,70,120,31.064064,1.429760,21.72
livingroom.pgm,512,512,1.0,70,130,31.005632,1.442976,21.48
livingroom.pgm,512,512,1.25,20,80,29.864960,1.446464,20.64
livingroom.pgm,512,512,1.25,20,90,29.719839,1.423680,20.87
livingroom.pgm,512,512,1.25,20,100,31.074465,1.450080,21.42
livingroom.pgm,512,512,1.25,20,110,35.002399,1.502656,23.29
livingroom.pgm,512,512,1.25,20,120,29.732864,1.403552,21.18
livingroom.pgm,512,512,1.25,20,130,29.658144,1.429280,20.75
livingroom.pgm,512,512,1.25,30,80,31.091393,1.421856,21.86
livingroom.pgm,512,512,1.25,30,90,30.895008,1.433024,21.55
livingroom.pgm,512,512,1.25,30,100,30.031584,1.439712,20.85
livingroom.pgm,512,512,1.25,30,110,38.029888,1.451584,26.19
livingroom.pgm,512,512,1.25,30,120,30.935040,1.431232,21.61
livingroom.pgm,512,512,1.25,30,130,30.960384,1.423392,21.75
livingroom.pgm,512,512,1.25,40,80,29.959265,1.416224,21.15
livingroom.pgm,512,512,1.25,40,90,30.924383,1.433152,21.57
livingroom.pgm,512,512,1.25,40,100,30.118113,1.426880,21.10
livingroom.pgm,512,512,1.25,40,110,29.755775,1.412896,21.06
livingroom.pgm,512,512,1.25,40,120,29.662560,1.409440,21.04
livingroom.pgm,512,512,1.25,40,130,30.147039,1.410624,21.37
livingroom.pgm,512,512,1.25,50,80,31.028160,1.445568,21.46
livingroom.pgm,512,512,1.25,50,90,31.069153,1.432384,21.69
livingroom.pgm,512,512,1.25,50,100,30.797056,1.412320,21.80
livingroom.pgm,512,512,1.25,50,110,31.007296,1.422496,21.79
livingroom.pgm,512,512,1.25,50,120,30.967104,1.442016,21.47
livingroom.pgm,512,512,1.25,50,130,30.142431,1.458976,20.65
livingroom.pgm,512,512,1.25,60,80,36.121952,1.442912,25.03
livingroom.pgm,512,512,1.25,60,90,34.297890,1.459232,23.50
livingroom.pgm,512,512,1.25,60,100,36.240799,1.435520,25.24
livingroom.pgm,512,512,1.25,60,110,29.736000,1.410464,21.08
livingroom.pgm,512,512,1.25,60,120,29.957216,1.429152,20.96
livingroom.pgm,512,512,1.25,60,130,31.223776,1.420128,21.98
livingroom.pgm,512,512,1.25,70,80,29.843136,1.420768,21.00
livingroom.pgm,512,512,1.25,70,90,31.188608,1.418688,21.98
livingroom.pgm,512,512,1.25,70,100,35.983070,1.422496,25.29
livingroom.pgm,512,512,1.25,70,110,35.779648,1.431424,24.99
livingroom.pgm,512,512,1.25,70,120,29.911072,1.422720,21.02
livingroom.pgm,512,512,1.25,70,130,30.169056,1.427552,21.13
livingroom.pgm,512,512,1.5,20,80,30.009825,1.418304,21.15
livingroom.pgm,512,512,1.5,20,90,29.951103,1.431072,20.92
livingroom.pgm,512,512,1.5,20,100,30.818111,1.434400,21.48
livingroom.pgm,512,512,1.5,20,110,30.289280,1.407584,21.51
livingroom.pgm,512,512,1.5,20,120,29.904192,1.409728,21.21
livingroom.pgm,512,512,1.5,20,130,31.333569,1.466560,21.36
livingroom.pgm,512,512,1.5,30,80,31.081921,1.416224,21.94
livingroom.pgm,512,512,1.5,30,90,30.892927,1.463392,21.11
livingroom.pgm,512,512,1.5,30,100,36.029022,1.437824,25.05
livingroom.pgm,512,512,1.5,30,110,31.085983,1.436000,21.64
livingroom.pgm,512,512,1.5,30,120,30.044960,1.426560,21.06
livingroom.pgm,512,512,1.5,30,130,31.189535,1.441248,21.64
livingroom.pgm,512,512,1.5,40,80,30.931520,1.440640,21.47
livingroom.pgm,512,512,1.5,40,90,30.860224,1.438720,21.44
livingroom.pgm,512,512,1.5,40,100,30.826656,1.429504,21.56
livingroom.pgm,512,512,1.5,40,110,30.956320,1.442336,21.46
livingroom.pgm,512,512,1.5,40,120,31.214239,1.429792,21.83
livingroom.pgm,512,512,1.5,40,130,30.894625,1.427168,21.64
livingroom.pgm,512,512,1.5,50,80,36.365887,1.443520,25.19
livingroom.pgm,512,512,1.5,50,90,29.807232,1.416320,21.04
livingroom.pgm,512,512,1.5,50,100,30.922497,1.435808,21.53
livingroom.pgm,512,512,1.5,50,110,29.950144,1.430592,20.93
livingroom.pgm,512,512,1.5,50,120,31.081505,1.408768,22.06
livingroom.pgm,512,512,1.5,50,130,31.022911,1.428960,21.71
livingroom.pgm,512,512,1.5,60,80,29.855488,1.412800,21.13
livingroom.pgm,512,512,1.5,60,90,29.748287,1.421696,20.92
livingroom.pgm,512,512,1.5,60,100,29.664288,1.400960,21.17
livingroom.pgm,512,512,1.5,60,110,30.099487,1.450816,20.74
livingroom.pgm,512,512,1.5,60,120,29.886751,1.402560,21.30
livingroom.pgm,512,512,1.5,60,130,31.064575,1.433728,21.66
livingroom.pgm,512,512,1.5,70,80,36.146145,1.422080,25.41
livingroom.pgm,512,512,1.5,70,90,31.105120,1.457440,21.34
livingroom.pgm,512,512,1.5,70,100,30.962368,1.454688,21.28
livingroom.pgm,512,512,1.5,70,110,35.898144,1.437440,24.97
livingroom.pgm,512,512,1.5,70,120,30.147743,1.443296,20.88
livingroom.pgm,512,512,1.5,70,130,31.173729,1.437120,21.69
livingroom.pgm,512,512,1.75,20,80,35.678112,1.450528,24.59
livingroom.pgm,512,512,1.75,20,90,30.068577,1.426624,21.07
livingroom.pgm,512,512,1.75,20,100,29.803360,1.423616,20.93
livingroom.pgm,512,512,1.75,20,110,37.247807,1.454848,25.60
livingroom.pgm,512,512,1.75,20,120,29.693151,1.409472,21.06
livingroom.pgm,512,512,1.75,20,130,30.035040,1.445888,20.77
livingroom.pgm,512,512,1.75,30,80,30.113377,1.429568,21.06
livingroom.pgm,512,512,1.75,30,90,29.738785,1.416416,20.99
livingroom.pgm,512,512,1.75,30,100,31.231424,1.455168,21.46
livingroom.pgm,512,512,1.75,30,110,37.992352,1.436320,26.45
livingroom.pgm,512,512,1.75,30,120,31.110624,1.459232,21.31
livingroom.pgm,512,512,1.75,30,130,29.620800,1.411360,20.98
livingroom.pgm,512,512,1.75,40,80,37.191391,1.435360,25.91
livingroom.pgm,512,512,1.75,40,90,29.939968,1.438112,20.81
livingroom.pgm,512,512,1.75,40,100,29.710560,1.405376,21.14
livingroom.pgm,512,512,1.75,40,110,37.782848,1.467328,25.74
livingroom.pgm,512,512,1.75,40,120,31.189793,1.458528,21.38
livingroom.pgm,512,512,1.75,40,130,30.866177,1.427360,21.62
livingroom.pgm,512,512,1.75,50,80,29.788736,1.427296,20.87
livingroom.pgm,512,512,1.75,50,90,31.145184,1.461984,21.30
livingroom.pgm,512,512,1.75,50,100,30.851583,1.450848,21.26
livingroom.pgm,512,512,1.75,50,110,31.140736,1.460224,21.32
livingroom.pgm,512,512,1.75,50,120,37.866047,1.473312,25.70
livingroom.pgm,512,512,1.75,50,130,31.430271,1.432192,21.94
livingroom.pgm,512,512,1.75,60,80,30.922560,1.428000,21.65
livingroom.pgm,512,512,1.75,60,90,31.112064,1.448800,21.47
livingroom.pgm,512,512,1.75,60,100,40.075840,1.617088,24.78
livingroom.pgm,512,512,1.75,60,110,29.859039,1.421216,21.00
livingroom.pgm,512,512,1.75,60,120,29.764448,1.438784,20.68
livingroom.pgm,512,512,1.75,60,130,29.970625,1.411648,21.23
livingroom.pgm,512,512,1.75,70,80,38.020737,1.429280,26.60
livingroom.pgm,512,512,1.75,70,90,30.815489,1.451424,21.23
livingroom.pgm,512,512,1.75,70,100,31.084032,1.447968,21.46
livingroom.pgm,512,512,1.75,70,110,29.856256,1.414560,21.10
livingroom.pgm,512,512,1.75,70,120,29.933952,1.406848,21.27
livingroom.pgm,512,512,1.75,70,130,37.458591,1.495936,25.04
livingroom.pgm,512,512,2.0,20,80,37.306015,1.539328,24.23
livingroom.pgm,512,512,2.0,20,90,29.899904,1.447424,20.65
livingroom.pgm,512,512,2.0,20,100,30.423489,1.450880,20.96
livingroom.pgm,512,512,2.0,20,110,30.085823,1.406816,21.38
livingroom.pgm,512,512,2.0,20,120,29.771648,1.436320,20.72
livingroom.pgm,512,512,2.0,20,130,36.011936,1.502144,23.97
livingroom.pgm,512,512,2.0,30,80,30.103264,1.438624,20.92
livingroom.pgm,512,512,2.0,30,90,29.743200,1.422976,20.90
livingroom.pgm,512,512,2.0,30,100,29.876801,1.420544,21.03
livingroom.pgm,512,512,2.0,30,110,29.694304,1.409024,21.07
livingroom.pgm,512,512,2.0,30,120,30.235617,1.433408,21.09
livingroom.pgm,512,512,2.0,30,130,29.859167,1.422048,20.99
livingroom.pgm,512,512,2.0,40,80,29.846720,1.433568,20.81
livingroom.pgm,512,512,2.0,40,90,29.681631,1.434016,20.69
livingroom.pgm,512,512,2.0,40,100,29.630560,1.408960,21.03
livingroom.pgm,512,512,2.0,40,110,29.900064,1.440800,20.75
livingroom.pgm,512,512,2.0,40,120,30.681919,1.423200,21.55
livingroom.pgm,512,512,2.0,40,130,30.841280,1.435040,21.49
livingroom.pgm,512,512,2.0,50,80,31.007456,1.453696,21.33
livingroom.pgm,512,512,2.0,50,90,31.143999,1.441248,21.60
livingroom.pgm,512,512,2.0,50,100,29.964865,1.438880,20.82
livingroom.pgm,512,512,2.0,50,110,29.750175,1.419712,20.95
livingroom.pgm,512,512,2.0,50,120,29.632065,1.421536,20.84
livingroom.pgm,512,512,2.0,50,130,31.249857,1.460288,21.39
livingroom.pgm,512,512,2.0,60,80,31.069984,1.424928,21.80
livingroom.pgm,512,512,2.0,60,90,36.106174,1.464640,24.65
livingroom.pgm,512,512,2.0,60,100,30.829664,1.416608,21.76
livingroom.pgm,512,512,2.0,60,110,30.089567,1.437088,20.93
livingroom.pgm,512,512,2.0,60,120,31.361568,1.419424,22.09
livingroom.pgm,512,512,2.0,60,130,31.354176,1.432928,21.88
livingroom.pgm,512,512,2.0,70,80,31.255840,1.423488,21.95
livingroom.pgm,512,512,2.0,70,90,29.856607,1.442880,20.69
livingroom.pgm,512,512,2.0,70,100,31.000193,1.424384,21.76
livingroom.pgm,512,512,2.0,70,110,29.783039,1.432928,20.78
livingroom.pgm,512,512,2.0,70,120,29.528671,1.407488,20.97
livingroom.pgm,512,512,2.0,70,130,29.826689,1.409696,21.15
livingroom.pgm,512,512,2.25,20,80,29.910624,1.411616,21.18
livingroom.pgm,512,512,2.25,20,90,31.210913,1.455808,21.43
livingroom.pgm,512,512,2.25,20,100,31.067616,1.444288,21.51
livingroom.pgm,512,512,2.25,20,110,36.276543,1.427360,25.41
livingroom.pgm,512,512,2.25,20,120,29.782976,1.413280,21.07
livingroom.pgm,512,512,2.25,20,130,29.941441,1.458432,20.52
livingroom.pgm,512,512,2.25,30,80,29.761312,1.406176,21.16
livingroom.pgm,512,512,2.25,30,90,30.171713,1.429568,21.10
livingroom.pgm,512,512,2.25,30,100,31.090496,1.432000,21.71
